field,original_text,word_count,unique_words,categorical_diversity,quantum_circuit_qubits,semantic_interference,emotional_intensity,analysis_version,collapse_mode,collapse_shots,noise_level,von_neumann_entropy_pre,superposition_strength_pre,quantum_coherence_pre,frame_competition_pre,multiple_reality_strength_pre,von_neumann_entropy_post,superposition_strength_post,quantum_coherence_post,frame_competition_post,multiple_reality_strength_post,frame_competition_delta,collapse_unique_outcomes,record_id,data_source
新聞內容,"（中央社記者潘羿菁台北29日電）位於印尼成衣廠內，一排產線人員正在車縫一批批布料，車縫完還要按照縫線細心折好，嚴禁「丟包」，只能用雙手奉上交付給後排同仁趕製下段工序。

這是聚陽在印尼工廠生產醫療防護...",1342,659,36,4,0.022984658085577297,0.0014903129657228018,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.707044428721091,3.9978122981176867,3.74924898147583,0.9373122453689575,0.9994530745294217,1.7066346362184617,0.0005469254648075017,16,9,Journalist_Written
新聞標題,林琪兒141天太空夢幻旅行 震懾台灣之美從宇宙拍下珍貴照片,15,15,10,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9979804308271776,3.749300479888916,0.937325119972229,0.9994951077067944,1.6996192134969255,0.0005048922874347772,16,10,Journalist_Written
新聞內容,"（中央社記者林宏翰、周世惠洛杉磯／舊金山30日專電）台裔太空人林琪兒（Kjell N. Lindgren）入選登月計畫，首次接受台灣媒體專訪，分享5年前從太空看台灣的感動。

美國國家航空暨太空總署（...",678,352,33,4,0.021026412683756306,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7063079238039727,3.9976479242553764,3.7491846084594727,0.9372961521148682,0.9994119810638441,1.7058641634016847,0.0005880189303850702,16,10,Journalist_Written
新聞標題,為AI隱私權把關 Google盼深化台灣學界交流,11,11,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9976147532775883,3.749173641204834,0.9372934103012085,0.9994036883193972,1.699550194145813,0.0005963116748319841,16,11,Journalist_Written
新聞內容,（中央社記者吳家豪台北1日電）Google於7月舉行AI創新研究營，與台灣學界進行深度交流。Google台灣董事總經理馬大康稱讚，台灣學界有「世界級」研究水準，希望未來在隱私權領域擴大交流，透過Goo...,834,358,31,4,0.02659025677307783,0.0035971223021582736,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.708336789260985,3.9973347975041693,3.7490711212158203,0.9372677803039551,0.9993336993760423,1.7078319776236761,0.0006663006181868436,16,11,Journalist_Written
新聞標題,播法廣節目內容惹議 教育電台喊卡教育部要求檢討,11,11,3,3,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,2.9999999999884586,3.5,0.875,0.9999999999961527,1.5999999999992307,2.9975594349141184,3.498317241668701,0.8745793104171753,0.9991864783047061,1.5991641923284217,0.0008135216914466614,8,12,Journalist_Written
新聞內容,"（中央社記者許秩維、葉冠吟、鄭景雯台北20日電）教育部所屬教育廣播電台轉播法國廣播電台節目，內容遭質疑「揚中貶台」。教育電台今天表示，已暫停轉播法廣節目；教育部也請教育電台檢討節目轉播機制。

自由時...",364,182,26,4,0.02514792899408284,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7075443786970705,3.9966363079987968,3.7488298416137695,0.9372074604034424,0.9991590769996993,1.7069081307436726,0.0008409229945298691,16,12,Journalist_Written
新聞標題,「蛇蛇」胡碩傑傳加盟電競戰隊TSM 2年1.7億元創北美紀錄,18,17,8,4,0.0030757400999615538,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7009227220288343,3.996876223127198,3.7489399909973145,0.9372349977493286,0.9992190557817995,1.7003425295852743,0.0007809442124296906,16,13,Journalist_Written
新聞內容,（中央社華盛頓26日綜合外電報導）華盛頓郵報報導，北美電競聯盟知名戰隊TSM以2年600萬美元（約新台幣1.73億元）簽下台灣「英雄聯盟」電競好手胡碩傑（綽號蛇蛇，遊戲ID：SwordArt），據信已...,206,140,23,4,0.006757479690905489,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7020272439061175,3.997143305814577,3.7490105628967285,0.9372526407241821,0.9992858264536443,1.701488634356692,0.0007141735405848948,16,13,Journalist_Written
新聞標題,台灣學者史書美 獲聘UCLA薩伊德講座教授,11,11,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.99720328429802,3.749040126800537,0.9372600317001343,0.999300821074505,1.699476214935116,0.0006991789197241527,16,14,Journalist_Written
新聞內容,（中央社記者林宏翰洛杉磯21日專電）加州大學洛杉磯分校（UCLA）比較文學系本月宣布，聘任台灣籍學者史書美為「薩伊德講座教授」。史書美受訪表示，台灣研究在美國學界長期邊緣化，很榮幸獲此頭銜，希望爭取更...,495,257,30,4,0.017714855408083166,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7053144566212708,3.997563442004214,3.7491626739501953,0.9372906684875488,0.9993908605010536,1.704857698302714,0.0006091394931755367,16,14,Journalist_Written
新聞標題,美國行政專機抵台 路透：美海軍少將低調訪問,13,13,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.997183740755737,3.7490148544311523,0.9372537136077881,0.9992959351889342,1.6994651288102478,0.0007040648052949461,16,15,Journalist_Written
新聞內容,"（中央社台北/華盛頓22日綜合外電報導）兩名消息人士今天告訴路透社，無預警低調訪問台灣的美方人士，是一位負責美國在亞太地區軍事情報的美國海軍二星將領。報導說，這場高層級訪問恐激怒中國。

兩名消息人士...",346,211,32,4,0.011569262696450453,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.703470778807781,3.9974229273593687,3.7491021156311035,0.9372755289077759,0.9993557318398422,1.7029827714293453,0.0006442681543870066,16,15,Journalist_Written
新聞標題,韓國N號房博士房涉性犯罪 主嫌趙主彬一審判刑40年,14,13,7,4,0.0050718512256973805,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.701521555366555,3.997658490164624,3.749189853668213,0.9372974634170532,0.9994146225411559,1.7010804213432258,0.0005853774530732991,16,16,Journalist_Written
新聞內容,"（中央社記者廖禹揚首爾26日專電）韓國今年初爆發N號房事件，其中營運「博士房」聊天室販賣、散布性剝削影片的主嫌趙主彬（譯音）涉性犯罪等罪名，今天在一審中全判有罪，遭處40年有期徒刑。

韓聯社報導，趙...",302,189,28,4,0.010256826683470924,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.703077048003887,3.9980710908647854,3.749335289001465,0.9373338222503662,0.9995177727161964,1.7027147181488667,0.00048222727803282073,16,16,Journalist_Written
新聞標題,加拿大籍護衛艦 航經台灣海峽,4,4,3,3,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,2.9999999999884586,3.5,0.875,0.9999999999961527,1.5999999999992307,2.997706214468118,3.498405933380127,0.8746014833450317,0.999235404822706,1.599209454316592,0.000764595173446736,8,17,Journalist_Written
新聞內容,（中央社記者游凱翔台北3日電）國防部今天表示，一艘加拿大籍護衛艦，由南海向北航經台灣海峽後繼續往北行駛，國軍運用聯合情監偵作為全程掌握，狀況正常；根據國防部公開訊息，上次加拿大軍艦航經台海，為去年9月...,221,113,21,4,0.018531164099705556,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7055593492287575,3.997081817371848,3.7489848136901855,0.9372462034225464,0.999270454342962,1.7050073655745785,0.0007295456512671494,16,17,Journalist_Written
新聞標題,MIT潛艦國造抗壓機密 高噸數彎板機首曝光,11,11,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.998160012015786,3.7493624687194824,0.9373406171798706,0.9995400030039466,1.6996529880885825,0.0004599969902825407,16,18,Journalist_Written
新聞內容,（中央社記者游凱翔台北24日電）潛艦國造今天正式開工，「彎板機」畫面首度曝光。學者認為，台船已擁關鍵機具，高噸數彎板機估計至少具備將高張力鋼板進行精密捲揚，以符合潛艦壓力殼「真圓度」構型需求，以利抵禦...,802,418,35,4,0.021021711420494114,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.706306513424994,3.997254499391717,3.7490453720092773,0.9372613430023193,0.9993136248479293,1.7057873871994451,0.000686375146299878,16,18,Journalist_Written
新聞標題,陳家欽因人事案函送偵辦 警政署長史上首例,10,10,5,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9979334775522837,3.7492899894714355,0.9373224973678589,0.9994833693880709,1.6996126696661886,0.0005166306061582526,16,19,Journalist_Written
新聞內容,"（中央社記者林長順台北27日電）警政署長陳家欽遭檢舉用人唯親，造成警界士氣不振。內政部政風處介入調查後，日前將全案依偽造文書罪移送台北地檢署偵辦，成為史上第一名被函送檢廉的警政署長。

內政部、監察院...",204,136,23,4,0.009587658592848904,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7028762975767004,3.9984016948562218,3.7494497299194336,0.9373624324798584,0.9996004237140554,1.7025762742884394,0.00039957628017373015,16,19,Journalist_Written
