field,original_text,word_count,unique_words,categorical_diversity,quantum_circuit_qubits,semantic_interference,emotional_intensity,analysis_version,collapse_mode,collapse_shots,noise_level,von_neumann_entropy_pre,superposition_strength_pre,quantum_coherence_pre,frame_competition_pre,multiple_reality_strength_pre,von_neumann_entropy_post,superposition_strength_post,quantum_coherence_post,frame_competition_post,multiple_reality_strength_post,frame_competition_delta,collapse_unique_outcomes,record_id,data_source
新聞標題,外交部：台灣是台灣 非中華人民共和國一部分,11,10,9,4,0.00818181818181818,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7024545454533913,3.9568725777475535,3.735015869140625,0.9337539672851562,0.9892181444368884,1.6943045219981734,0.010781855557340791,16,6,Journalist_Written
新聞內容,"（中央社記者顧荃台北19日電）中國與緬甸18日簽署聯合聲明，外交部發言人歐江安表示，外交部表達嚴正抗議，並對此貶損中華民國台灣國家主權的不實表述予以譴責。

外交部嚴正重申，台灣是台灣，不是中國的一部...",384,190,24,4,0.023600819482917826,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.707080245843721,3.956491217845822,3.7351131439208984,0.9337782859802246,0.9891228044614555,1.6989500643055258,0.010877195532773665,16,6,Journalist_Written
新聞標題,農遊券藝FUN券動滋券客庄券 怎麼抽籤哪裡可用一次看,14,14,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9584931054570975,3.7352542877197266,0.9338135719299316,0.9896232763642744,1.6920263703607457,0.010376723629954787,16,7,Journalist_Written
新聞內容,"（中央社網站更新）振興三倍券15日上路，農委會的農遊券、文化部的藝FUN券、教育部體育署的動滋券與客委會的浪漫客庄旅遊券也接連登場，民眾從事各領域的休閒活動，都有好康優惠可拿。

農遊券
發放數量：限...",1127,438,33,4,0.015868617334695946,0.0008873114463176575,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7048493163438863,3.9460941747465643,3.7321548461914062,0.9330387115478516,0.9865235436866412,1.6950159635589315,0.01347645630758798,16,7,Journalist_Written
新聞標題,記錄反送中、採訪流亡來台港人 中央社沈朋達獲卓越新聞獎,14,14,8,4,0.0,0.07142857142857142,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7071428571417029,3.9712587623655278,3.7401561737060547,0.9350390434265137,0.9928146905913818,1.7017682647435555,0.00718530940284734,16,8,Journalist_Written
新聞內容,"（中央社記者葉冠吟台北24日電）卓越新聞獎今天舉行頒獎典禮，本屆卓越新聞獎新聞志業特殊貢獻獎，頒給「上報」董事長王健壯；中央社記者沈朋達則以「香港反送中抗爭」專題，獲平面及網路文字類即時新聞獎。

專...",913,434,35,4,0.01743463363647087,0.004381161007667032,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7056685061905537,3.9496892672817028,3.7325820922851562,0.9331455230712891,0.9874223168204257,1.6961858064698556,0.012577683173803478,16,8,Journalist_Written
新聞標題,17年前壓箱寶 台灣做出第一件P3級防護衣,11,11,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9511441978473227,3.7325382232666016,0.9331345558166504,0.9877860494618307,1.6905724991990068,0.012213950532398488,16,9,Journalist_Written
新聞內容,"（中央社記者潘羿菁台北29日電）位於印尼成衣廠內，一排產線人員正在車縫一批批布料，車縫完還要按照縫線細心折好，嚴禁「丟包」，只能用雙手奉上交付給後排同仁趕製下段工序。

這是聚陽在印尼工廠生產醫療防護...",1342,659,36,4,0.022984658085577297,0.0014903129657228018,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.707044428721091,3.9590732312207493,3.7359046936035156,0.9339761734008789,0.9897683078051873,1.6993599677246891,0.010231692189041852,16,9,Journalist_Written
新聞標題,林琪兒141天太空夢幻旅行 震懾台灣之美從宇宙拍下珍貴照片,15,15,10,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.955781426257353,3.734638214111328,0.933659553527832,0.9889453565643382,1.691644356957399,0.011054643429890931,16,10,Journalist_Written
新聞內容,"（中央社記者林宏翰、周世惠洛杉磯／舊金山30日專電）台裔太空人林琪兒（Kjell N. Lindgren）入選登月計畫，首次接受台灣媒體專訪，分享5年前從太空看台灣的感動。

美國國家航空暨太空總署（...",678,352,33,4,0.021026412683756306,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7063079238039727,3.9560879262985056,3.7349491119384766,0.9337372779846191,0.9890219815746264,1.698091964895443,0.010978018419602775,16,10,Journalist_Written
新聞標題,為AI隱私權把關 Google盼深化台灣學界交流,11,11,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9480222283034587,3.731311798095703,0.9328279495239258,0.9870055570758647,1.6899258306534544,0.01299444291836449,16,11,Journalist_Written
新聞內容,（中央社記者吳家豪台北1日電）Google於7月舉行AI創新研究營，與台灣學界進行深度交流。Google台灣董事總經理馬大康稱讚，台灣學界有「世界級」研究水準，希望未來在隱私權領域擴大交流，透過Goo...,834,358,31,4,0.02659025677307783,0.0035971223021582736,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.708336789260985,3.9479120899850653,3.7321205139160156,0.9330301284790039,0.9869780224962663,1.698580599327799,0.013021977497962856,16,11,Journalist_Written
新聞標題,播法廣節目內容惹議 教育電台喊卡教育部要求檢討,11,11,3,3,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,2.9999999999884586,3.5,0.875,0.9999999999961527,1.5999999999992307,2.9511486940231926,3.4667606353759766,0.8666901588439941,0.9837162313410641,1.5834475004186035,0.016283768655088626,8,12,Journalist_Written
新聞內容,"（中央社記者許秩維、葉冠吟、鄭景雯台北20日電）教育部所屬教育廣播電台轉播法國廣播電台節目，內容遭質疑「揚中貶台」。教育電台今天表示，已暫停轉播法廣節目；教育部也請教育電台檢討節目轉播機制。

自由時...",364,182,26,4,0.02514792899408284,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7075443786970705,3.9615983792743004,3.7368221282958984,0.9342055320739746,0.9903995948185751,1.7003531489802992,0.009600405175654081,16,12,Journalist_Written
新聞標題,「蛇蛇」胡碩傑傳加盟電競戰隊TSM 2年1.7億元創北美紀錄,18,17,8,4,0.0030757400999615538,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7009227220288343,3.943768154316566,3.7305355072021484,0.9326338768005371,0.9859420385791414,1.6903253326266763,0.01405796141508775,16,13,Journalist_Written
新聞內容,（中央社華盛頓26日綜合外電報導）華盛頓郵報報導，北美電競聯盟知名戰隊TSM以2年600萬美元（約新台幣1.73億元）簽下台灣「英雄聯盟」電競好手胡碩傑（綽號蛇蛇，遊戲ID：SwordArt），據信已...,206,140,23,4,0.006757479690905489,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7020272439061175,3.9556286871447677,3.7347183227539062,0.9336795806884766,0.988907171786192,1.6936960073660727,0.011092828208037142,16,13,Journalist_Written
新聞標題,台灣學者史書美 獲聘UCLA薩伊德講座教授,11,11,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.95267601570847,3.7336368560791016,0.9334092140197754,0.9881690039271174,1.6910885432170641,0.011830996067111799,16,14,Journalist_Written
新聞內容,（中央社記者林宏翰洛杉磯21日專電）加州大學洛杉磯分校（UCLA）比較文學系本月宣布，聘任台灣籍學者史書美為「薩伊德講座教授」。史書美受訪表示，台灣研究在美國學界長期邊緣化，很榮幸獲此頭銜，希望爭取更...,495,257,30,4,0.017714855408083166,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7053144566212708,3.9566068856081555,3.7349700927734375,0.9337425231933594,0.9891517214020389,1.697132838012208,0.010848278592190286,16,14,Journalist_Written
新聞標題,美國行政專機抵台 路透：美海軍少將低調訪問,13,13,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.951002584458276,3.7331581115722656,0.9332895278930664,0.987750646114569,1.69081337385182,0.012249353879660196,16,15,Journalist_Written
新聞內容,"（中央社台北/華盛頓22日綜合外電報導）兩名消息人士今天告訴路透社，無預警低調訪問台灣的美方人士，是一位負責美國在亞太地區軍事情報的美國海軍二星將領。報導說，這場高層級訪問恐激怒中國。

兩名消息人士...",346,211,32,4,0.011569262696450453,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.703470778807781,3.9478295540414874,3.7317581176757812,0.9329395294189453,0.9869573885103718,1.6935655035813222,0.013042611483857325,16,15,Journalist_Written
新聞標題,韓國N號房博士房涉性犯罪 主嫌趙主彬一審判刑40年,14,13,7,4,0.0050718512256973805,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.701521555366555,3.9385352305769166,3.728271484375,0.93206787109375,0.9846338076442289,1.689756910646555,0.015366192350000252,16,16,Journalist_Written
新聞內容,"（中央社記者廖禹揚首爾26日專電）韓國今年初爆發N號房事件，其中營運「博士房」聊天室販賣、散布性剝削影片的主嫌趙主彬（譯音）涉性犯罪等罪名，今天在一審中全判有罪，遭處40年有期徒刑。

韓聯社報導，趙...",302,189,28,4,0.010256826683470924,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.703077048003887,3.9519882554600567,3.733104705810547,0.9332761764526367,0.9879970638650142,1.693918343102263,0.012002936129214992,16,16,Journalist_Written
新聞標題,加拿大籍護衛艦 航經台灣海峽,4,4,3,3,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,2.9999999999884586,3.5,0.875,0.9999999999961527,1.5999999999992307,2.960481174478798,3.4728012084960938,0.8682003021240234,0.9868270581595994,1.5864858950303575,0.013172941836553376,8,17,Journalist_Written
新聞內容,（中央社記者游凱翔台北3日電）國防部今天表示，一艘加拿大籍護衛艦，由南海向北航經台灣海峽後繼續往北行駛，國軍運用聯合情監偵作為全程掌握，狀況正常；根據國防部公開訊息，上次加拿大軍艦航經台海，為去年9月...,221,113,21,4,0.018531164099705556,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7055593492287575,3.9485921889205033,3.732393264770508,0.933098316192627,0.9871480472301258,1.69594626458414,0.012851952764103336,16,17,Journalist_Written
新聞標題,MIT潛艦國造抗壓機密 高噸數彎板機首曝光,11,11,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9521952924497104,3.7332801818847656,0.9333200454711914,0.9880488231124276,1.690921837376392,0.011951176881801584,16,18,Journalist_Written
新聞內容,（中央社記者游凱翔台北24日電）潛艦國造今天正式開工，「彎板機」畫面首度曝光。學者認為，台船已擁關鍵機具，高噸數彎板機估計至少具備將高張力鋼板進行精密捲揚，以符合潛艦壓力殼「真圓度」構型需求，以利抵禦...,802,418,35,4,0.021021711420494114,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.706306513424994,3.9625370020113526,3.737295150756836,0.934323787689209,0.9906342505028382,1.6993514238294503,0.009365749491391018,16,18,Journalist_Written
新聞標題,陳家欽因人事案函送偵辦 警政署長史上首例,10,10,5,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.944854937775956,3.7305831909179688,0.9326457977294922,0.986213734443989,1.6894760232559853,0.013786265550240207,16,19,Journalist_Written
新聞內容,"（中央社記者林長順台北27日電）警政署長陳家欽遭檢舉用人唯親，造成警界士氣不振。內政部政風處介入調查後，日前將全案依偽造文書罪移送台北地檢署偵辦，成為史上第一名被函送檢廉的警政署長。

內政部、監察院...",204,136,23,4,0.009587658592848904,0.0,fast_qiskit_with_collapse_v2.0,mid_circuit,2048,0.15,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7028762975767004,3.961346185561129,3.7366600036621094,0.9341650009155273,0.9903365463902822,1.695607608320755,0.009663453603946937,16,19,Journalist_Written
