record_id,field,original_text,von_neumann_entropy,quantum_coherence,quantum_entanglement,quantum_interference,superposition_strength,narrative_divergence,semantic_density,frame_stability,narrative_tension,frame_competition,meaning_conflict,semantic_ambiguity,circuit_depth,gate_count,field_type,word_count,qubit_count
27,新聞標題,"大S骨灰包機爭議 汪小菲直播怒飆張蘭""Big S Ashes Flight Scandal: Wang Xiaofei Rages Live""",0.0,0.9822758325965426,0.0,0.82131103515625,0.9232874363487441,6.738412695447318,1.0,0.5772838247195289,0.0014436678384601733,0.9232874363487441,0.33621258594388514,0.5,4,32,新聞標題,8,8
28,新聞標題,"新北男搶10元自首求牢飯 無保請回""New Taipei Man Robs $0.30, Surrenders, Released""",0.0,0.9697780314254123,0.0,0.7684375,0.8788276417030586,6.207109562501485,1.0,0.5187905861269961,0.0019072518841014728,0.8788276417030586,0.24762861999661223,0.5,4,32,新聞標題,13,8
29,新聞標題,"「高雄診所收千元快速看診引爭議」""Kaohsiung Clinic Charges $1000 for Fast Care""",0.0,0.9831733798204306,0.0,0.810267841808474,0.9404983080394561,6.738226741922022,1.0,0.5644174496246137,0.0014671063300027625,0.9404983080394561,0.33034707791879514,0.5,5,33,新聞標題,10,8
30,新聞標題,"埔里路易莎驅趕罷免志工 引發爭議Puli Louisa Ousts Recall Volunteers, Stirs Debate",0.0,0.9802275343366982,0.0,0.806875,0.9162284229141591,6.626645339171184,1.0,0.5605401042188263,0.0015504395237869737,0.9162284229141591,0.3134462258169455,0.5,4,32,新聞標題,8,8
31,新聞標題,"「大S猝逝揭露台日醫療差異，分級制度惹議」""Barbie Hsu's Death Highlights Japan-Taiwan Medical System Gap""",0.0,0.9729088299153191,0.0,0.7759765624999999,0.8890382326322703,6.318876918777617,1.0,0.5266888576211204,0.0018166518974070069,0.8890382326322703,0.2635997181037345,0.5,4,32,新聞標題,14,8
32,新聞標題,486先生P圖韓女醜聞發酵　恐涉妨害隱私Influencer 486 Scandal: Alleged Deepfake Sparks Outrage,0.0,0.9753934456646352,0.0,0.7828125,0.9001019337910005,6.403110626618917,0.9166666666666666,0.5339662029423188,0.0017502955163147089,0.9001019337910005,0.27428541001594564,0.4583333333333333,4,32,新聞標題,12,8
33,新聞標題,DeepSeek AI涉侵權？美中AI競爭升溫DeepSeek AI Controversy: US-China AI Race Heats Up,0.0,0.9597304479024188,0.0,0.6246191406249999,0.8602307620535949,5.584900995918351,1.0,0.387316672843956,0.0031920943120700373,0.8602307620535949,0.3061169386028243,0.5,4,28,新聞標題,7,7
34,新聞標題,"竹科除夕夜突降壓 工程師圍爐途中急返廠Hsinchu Power Dip on Lunar New Year's Eve, Engineers Rushed Back",0.0,0.9802275343366982,0.0,0.806875,0.9162284229141591,6.626645339171185,1.0,0.5605401042188263,0.0015504395237869737,0.9162284229141591,0.3134462258169455,0.5,4,32,新聞標題,10,8
35,新聞標題,義消捕蜂殉職撫卹爭議 市府籲保障Volunteer Firefighter Death Sparks Policy Debate,0.0,0.9757152981366596,0.0,0.78625,0.8983884279350455,6.4306442750537505,1.0,0.5376689497773267,0.001721945674931849,0.8983884279350455,0.2812593342199361,0.5,4,32,新聞標題,9,8
36,新聞標題,"台積電面臨關稅挑戰，產業前景受考驗TSMC Faces Tariff Challenges, Industry at Stake",0.0,0.9782310345862539,0.0,0.7965722656249999,0.9069507288641638,6.542411631329885,1.0,0.5489703619771755,0.0016229471109942906,0.9069507288641638,0.3008883393481371,0.5,4,32,新聞標題,10,8
37,新聞標題,"DeepSeek超越ChatGPT 登美國App Store榜首DeepSeek Tops US App Store, Beats ChatGPT",0.0,0.8007992489141169,0.0,0.945,0.6540777989621002,2.6214635994928224,1.0,0.7654792120088285,0.0159875926885178,0.6540777989621002,0.6055471063242122,0.5,4,12,新聞標題,3,3
38,新聞標題,宏達電售XR人力予Google，2.5億美元震撼業界HTC Sells XR Team to Google in $250M Deal,0.0,0.9757152981366596,0.0,0.78625,0.8983884279350454,6.4306442750537505,1.0,0.5376689497773267,0.001721945674931849,0.8983884279350454,0.281259334219936,0.5,4,32,新聞標題,11,8
39,新聞標題,林秉樞命危 家屬控北所延誤醫療真相待查Lin Binshu Critically Ill; Family Questions Medical Negligence,0.0,0.9825076637995477,0.0,0.8262499999999999,0.9219716208176733,6.765946343882152,1.0,0.5831666999866734,0.001411285979659249,0.9219716208176733,0.35214310182744657,0.5,4,32,新聞標題,9,8
40,新聞標題,"警工推批賴清德詐欺言論失當 要求公開道歉Police Union Slams President, Demands Public Apology",0.0,0.9853046521498123,0.0,0.840625,0.9472399828850344,6.892669397845423,1.0,0.6007820144332172,0.0013017299943413382,0.9472399828850344,0.36732072569796115,0.5,4,32,新聞標題,8,8
41,新聞標題,楠西地震災損便當不夠發 慈濟火速應急Nansi Earthquake Aid Shortfall: Tzu Chi Responds Quickly,0.0,0.9802275343366982,0.0,0.806875,0.9162284229141592,6.6266453391711835,1.0,0.5605401042188263,0.0015504395237869737,0.9162284229141592,0.3134462258169455,0.5,4,32,新聞標題,9,8
42,新聞標題,川普狂簽行政命令 引兩派爭論不休Trump’s Orders Ignite Intense Public Debate,0.0,0.9793724909094871,0.0,0.8,0.9191830180431841,6.567175634556968,1.0,0.5527864045000421,0.0016102683713205388,0.9191830180431841,0.30168385878306414,0.5,4,32,新聞標題,8,8
43,新聞標題,Hyperliquid 主網推出 HIP-1 現貨代幣部署功能Hyperliquid Launches HIP-1 Token Deployment on Mainnet,0.0,0.9782310345862539,0.0,0.796572265625,0.906950728864164,6.542411631329884,0.8,0.5489703619771756,0.0016229471109942906,0.906950728864164,0.3008883393481371,0.4,4,32,新聞標題,10,8
44,新聞標題,影視補助爭議：民視被爆要求免費授權Media Controversy: Minshi Allegedly Demands Free Rights,0.0,0.9793334093285625,0.0,0.7885402678454441,0.9278268277742925,6.542225677804588,1.0,0.5401524903247208,0.0016446792490276735,0.9278268277742925,0.29474444708853476,0.5,5,33,新聞標題,10,8
45,新聞標題,"劉姓保母姊妹虐童致死 檢方重訴求刑Nanny Sisters Charged for Child Abuse, Fatalities",0.0,0.9779425239275168,0.0,0.79304931640625,0.90851984611866,6.51487798289505,1.0,0.5450816737108186,0.0016525818436592635,0.90851984611866,0.2929602250259111,0.5,4,32,新聞標題,9,8
46,新聞標題,藍白刪預算惹爭議 財政部陷假訊息風波Budget Cuts Spark Controversy; Ministry Faces Fake News Claims,0.0,0.9836880113217293,0.0,0.8271875,0.9321008834750476,6.795112754853782,1.0,0.5842927712921027,0.0013984436720199283,0.9321008834750476,0.344759130317038,0.5,4,32,新聞標題,8,8
47,新聞標題,TikTok禁令倒數 美中科技角力再升級TikTok Ban Looms as US-China Tech Clash Deepens,0.0,0.9757152981366596,0.0,0.78625,0.8983884279350454,6.430644275053751,1.0,0.5376689497773267,0.0017219456749318495,0.8983884279350454,0.2812593342199361,0.5,4,32,新聞標題,9,8
48,新聞標題,"台北市漫畫工會反對預算刪減 呼籲政府重視台漫未來Taipei Comics Guild Opposes Budget Cuts, Urges Support",0.0,0.984111940539169,0.0,0.8371875,0.929751621890587,6.850180051723449,1.0,0.5964996902107756,0.0013320569723492496,0.929751621890587,0.36273446498479545,0.5,4,32,新聞標題,11,8
49,新聞標題,"賴政府執行黃麟凱死刑 社會熱議存廢Lai's Government Executes Huang Lin-Kai, Sparking Debate",0.0,0.9822758325965426,0.0,0.8213110351562499,0.9232874363487441,6.738412695447318,1.0,0.5772838247195289,0.0014436678384601733,0.9232874363487441,0.33621258594388514,0.5,4,32,新聞標題,9,8
50,新聞標題,"鍾佳濱持油壓剪破拒馬，稱救人遭質疑Legislator Uses Hydraulic Cutter, Claims Rescue",0.0,0.9697780314254122,0.0,0.7684375,0.8788276417030585,6.207109562501484,1.0,0.5187905861269961,0.0019072518841014728,0.8788276417030585,0.24762861999661223,0.5,4,32,新聞標題,12,8
51,新聞標題,"警官涉虛擬貨幣洗錢案 檢調搜索19處Police Officers in Crypto Laundering, 19 Sites Raided",0.0,0.9729088299153191,0.0,0.7759765624999999,0.8890382326322703,6.318876918777617,0.9166666666666666,0.5266888576211204,0.0018166518974070066,0.8890382326322703,0.2635997181037344,0.4583333333333333,4,32,新聞標題,12,8
52,新聞標題,數發部業務費僅剩一元 政府預算引爭議Digital Ministry's Budget Cut to NT$1 Sparks Debate,0.0,0.9832051998205792,0.0,0.82375,0.9333720963443748,6.7631766986744015,1.0,0.5801786094063334,0.0014299935956333778,0.9333720963443748,0.33790909695659055,0.5,4,32,新聞標題,9,8
53,新聞標題,麥當勞取消美樂蒂聯名 引發社會熱議McDonald’s Cancels My Melody Collaboration Amid Backlash#sora,0.0,0.9750354422241774,0.0,0.5506640625,0.9160744142705362,6.029200775815136,1.0,0.32967475245221445,0.0023371365024398897,0.9160744142705362,0.39741255760721494,0.5,4,28,新聞標題,7,7
54,新聞標題,88會館負責人郭哲敏2億元交保 檢方提抗告88 Club Chief Released on $2B Bail; Prosecutors Appeal,0.0,0.9839013712992452,0.0,0.8321875,0.9309362409729969,6.822646403288617,1.0,0.5903507597956514,0.001365467135569289,0.9309362409729969,0.3524761866654884,0.5,4,32,新聞標題,11,8
55,新聞標題,衛福部推LGBT+醫療新指引 未成年手術掀爭議New LGBT+ Medical Guidelines Spark Debate in Taiwan,0.0,0.9820409288647415,0.0,0.8164941406249999,0.9245810628951153,6.710879047012485,1.0,0.571624161074647,0.0014756294167396732,0.9245810628951153,0.32846780132032194,0.5,4,32,新聞標題,9,8
56,新聞標題,教育部澄清：林郁婷性別爭議非事實MOE Denies Gender Controversy for Lin Yu-Ting,0.0,0.9820409288647415,0.0,0.8164941406249999,0.9245810628951154,6.710879047012483,1.0,0.571624161074647,0.0014756294167396727,0.9245810628951154,0.32846780132032194,0.5,4,32,新聞標題,9,8
57,新聞標題,警察退休金修法爭議：7.4萬上限惹爭議Police Pension Reform Sparks Debate: $74K Cap,0.0,0.9802275343366982,0.0,0.806875,0.9162284229141591,6.626645339171185,0.8181818181818182,0.5605401042188263,0.0015504395237869737,0.9162284229141591,0.3134462258169455,0.4090909090909091,4,32,新聞標題,11,8
58,新聞標題,台英麥當勞性侵醜聞：企業文化遭質疑McDonald’s Scandals in Taiwan and UK: Culture Questioned,0.0,0.9779425239275168,0.0,0.79304931640625,0.9085198461186601,6.514877982895049,1.0,0.5450816737108186,0.0016525818436592629,0.9085198461186601,0.2929602250259111,0.5,4,32,新聞標題,10,8
59,新聞標題,"林秉文潛逃案延燒 徐巧芯堅定回應Fugitive Lin Scandal Escalates, Legislator Responds",0.0,0.973304816719068,0.0,0.590869140625,0.9050010862665547,5.9769031241532184,1.0,0.36036662112191165,0.002438043948302915,0.9050010862665547,0.3857285834518711,0.5,4,28,新聞標題,7,7
60,新聞標題,憲法訴訟法爭議，行政立法再掀波瀾Constitutional Dispute Deepens Legislative Rift,0.0,0.9812288068513132,0.0,0.7964860905002575,0.9350230218159441,6.626459385645888,1.0,0.5488748405378587,0.0015728617782745703,0.9350230218159441,0.30848349029196864,0.5,5,33,新聞標題,9,8
61,新聞標題,水費31年首漲 民眾壓力山大First Water Rate Hike in 31 Years Hits Hard,0.0,0.6625784930601943,0.0,0.7485203876383089,0.4576731495721086,2.411477827593335,0.875,0.49852257043642423,0.0036838721511848653,0.4576731495721086,0.018823386393956087,0.4375,6,34,新聞標題,8,8
62,新聞標題,檢察官高檔餐敘惹議：與權貴共餐引發調查Prosecutors’ Luxury Dinner Sparks Ethics Investigation,0.0,0.9757152981366596,0.0,0.78625,0.8983884279350454,6.430644275053752,1.0,0.5376689497773267,0.0017219456749318497,0.8983884279350454,0.2812593342199361,0.5,4,32,新聞標題,11,8
63,新聞標題,"慈濟壁畫爭議升溫，藝術家權益受關注""Art Rights Controversy over Tzu Chi Mural""",0.0,0.9820409288647415,0.0,0.8164941406249999,0.9245810628951154,6.710879047012483,1.0,0.571624161074647,0.0014756294167396727,0.9245810628951154,0.32846780132032205,0.5,4,32,新聞標題,9,8
64,新聞標題,"林秉文發文否認逃亡，批政治抹黑Lin Bingwen Denies Fleeing, Slams Political Smears",0.0,0.9799654838908017,0.0,0.8034375,0.9176410876823748,6.5991116907363505,1.0,0.5566463037257949,0.0015810153243117637,0.9176410876823748,0.3067756799448871,0.5,4,32,新聞標題,8,8
65,新聞標題,"川普揚言奪取巴拿馬運河與格陵蘭Trump Threatens Control of Panama Canal, Greenland",0.0,0.9590564076958777,0.0,0.76890625,0.9018578219015303,5.173649181906546,1.0,0.5192778869242648,0.0041226105480613225,0.9018578219015303,0.4322997157522538,0.5,4,24,新聞標題,6,6
66,新聞標題,歌手邱軍涉肇逃過失致死 檢方聲押Singer Qiu Jun Faces Charges of Hit-and-Run,0.0,0.9757152981366596,0.0,0.78625,0.8983884279350455,6.43064427505375,0.9090909090909091,0.5376689497773267,0.001721945674931849,0.8983884279350455,0.2812593342199361,0.45454545454545453,4,32,新聞標題,11,8
67,新聞標題,新北三重建案挖地基釀災，鄰屋倒塌Foundation Work in Sanchong Causes Building Collapse,0.0,0.9729088299153191,0.0,0.7759765624999999,0.8890382326322703,6.318876918777617,1.0,0.5266888576211204,0.0018166518974070066,0.8890382326322703,0.2635997181037345,0.5,4,32,新聞標題,10,8
68,新聞標題,"柯建銘提出雙罷方案，改革案再掀波瀾Ko Chien-ming Proposes Dual Recall Plan, Reform Sparks Debate",0.0,0.9806665613972481,0.0,0.7849509349385723,0.9290026451569022,6.587834272550447,1.0,0.5362661700269995,0.001616522017871273,0.9290026451569022,0.30038694694912693,0.5,5,33,新聞標題,12,8
69,新聞標題,黑熊學院補助爭議延燒 朝野互批圖利Funding Controversy: Black Bear Academy Sparks Debate,0.0,0.9825076637995477,0.0,0.8262499999999999,0.9219716208176733,6.765946343882152,1.0,0.5831666999866734,0.001411285979659249,0.9219716208176733,0.35214310182744657,0.5,4,32,新聞標題,8,8
70,新聞標題,苗博雅因言論爭議道歉，黃國昌父喪成焦點Miao Boya Apologizes for Remarks Amid Huang's Grief,0.0,0.9799654838908017,0.0,0.8034375,0.9176410876823748,6.59911169073635,1.0,0.5566463037257949,0.0015810153243117635,0.9176410876823748,0.3067756799448871,0.5,4,32,新聞標題,10,8
71,新聞標題,軍公教加薪3%延後發放，政爭再掀波瀾3% Pay Raise Delayed: Politics Stirs Tensions,0.0,0.9697780314254122,0.0,0.7684375,0.8788276417030585,6.2071095625014845,0.9230769230769231,0.5187905861269961,0.001907251884101473,0.8788276417030585,0.24762861999661223,0.46153846153846156,4,32,新聞標題,13,8
72,新聞標題,台南廢土案：300公頃土地遭污染！Tainan Scandal: 300 Hectares of Soil Polluted,0.0,0.9812288068513132,0.0,0.7964860905002576,0.9350230218159441,6.626459385645888,0.9090909090909091,0.5488748405378587,0.0015728617782745703,0.9350230218159441,0.30848349029196864,0.45454545454545453,5,33,新聞標題,11,8
73,新聞標題,"中校偽造父親訃聞請假 被檢方起訴Colonel Fakes Father's Obituary, Faces Prosecution",0.0,0.9804861571761668,0.0,0.8103125,0.9147915273530492,6.654178987606018,1.0,0.5644687152453913,0.0015194616651011273,0.9147915273530492,0.32335203695741677,0.5,4,32,新聞標題,8,8
74,新聞標題,"內政部稱預算刪減恐影響施政，引輿論抨擊Ministry Warns Budget Cuts May Impact Policies, Faces Backlash",0.0,0.9779425239275168,0.0,0.79304931640625,0.90851984611866,6.514877982895049,1.0,0.5450816737108186,0.0016525818436592633,0.90851984611866,0.2929602250259111,0.5,4,32,新聞標題,11,8
75,新聞標題,前助理蘿拉反咬蔡阿嘎，控逃稅與非MIT商品英文Ex-Assistant Laura Accuses Tsai Aga of Tax Evasion and Fake MIT Products,0.0,0.9779425239275168,0.0,0.7934765625,0.90851984611866,6.514877982895051,1.0,0.5455515018178627,0.0016525818436592642,0.90851984611866,0.2929602250259111,0.5,4,32,新聞標題,13,8
76,新聞標題,"趙露思罹失語症停工休養 引心理健康關注Zhao Lusi Faces Aphasia, Sparks Mental Health Awareness",0.0,0.984945031390791,0.0,0.83818603515625,0.9389864978321414,6.874944054950532,1.0,0.5977389344669931,0.0013177629759527473,0.9389864978321414,0.36279829071535774,0.5,4,32,新聞標題,8,8
77,新聞標題,高鐵南延屏東 高雄方案啟動經濟新章HSR Extension to Pingtung: Kaohsiung Plan Launches,0.0,0.9835053585155631,0.0,0.8264544534427252,0.9416999060036532,6.76638879794892,1.0,0.583412018227512,0.0014353793856080235,0.9416999060036532,0.3372511077579232,0.5,5,33,新聞標題,8,8
78,新聞標題,柯文哲3000萬交保 北檢不滿將抗告Ko Wen-je Released on $3 Million Bail; Prosecutors to Appeal,0.0,0.9793724909094871,0.0,0.8,0.9191830180431841,6.567175634556969,1.0,0.5527864045000421,0.0016102683713205392,0.9191830180431841,0.30168385878306414,0.5,4,32,新聞標題,11,8
79,新聞標題,113學年大專註冊率公布！9校低於六成University Enrollment Rates: 9 Schools Below 60%,0.0,0.9753934456646352,0.0,0.7828125,0.9001019337910003,6.4031106266189175,1.0,0.5339662029423188,0.0017502955163147095,0.9001019337910003,0.27428541001594553,0.5,4,32,新聞標題,14,8
80,新聞標題,hMPV疫情升溫：高危群體需警惕，專家籲科學防疫Rising hMPV Cases: Experts Urge Caution and Prevention,0.0,0.9757152981366596,0.0,0.78625,0.8983884279350455,6.4306442750537505,1.0,0.5376689497773267,0.0017219456749318488,0.8983884279350455,0.2812593342199361,0.5,4,32,新聞標題,12,8
81,新聞標題,北檢起訴柯文哲：求刑28年半Ko Wen-je Indicted: 28 Years Sought,0.0,0.9782310345862539,0.0,0.7965722656249999,0.9069507288641638,6.542411631329885,0.9,0.5489703619771755,0.001622947110994291,0.9069507288641638,0.3008883393481372,0.45,4,32,新聞標題,10,8
82,新聞標題,大法官提名衝擊司法信任 Judicial Nomination Standoff,0.0,0.9275559159860125,0.0,0.9,0.8171724741770161,4.31295019123414,1.0,0.683772233983162,0.006886369631341335,0.8171724741770161,0.48312982786924874,0.5,4,20,新聞標題,5,5
83,新聞標題,長照負擔沉重 弒親案震驚社會Family Burden Sparks Shocking Murder Case,0.0,0.96764161591769,0.0,0.639697265625,0.88279363219744,5.808435708470618,1.0,0.399747774368974,0.0027637848224079005,0.88279363219744,0.35298256199031885,0.5,4,28,新聞標題,7,7
84,新聞標題,北市麥當勞性侵案 少女憂鬱輕生McDonald's Scandal: Teen Dies After Abuse,0.0,0.9693383287112635,0.0,0.5581640625,0.8982016216108182,5.833199711697702,1.0,0.33529259256421695,0.0027357502827365203,0.8982016216108182,0.352436444349173,0.5,4,28,新聞標題,7,7
85,新聞標題,"三重老伯鬧跳蛙公車，全車延誤半小時Elderly Man Disrupts Bus, Delays Passengers",0.0,0.9769450691179546,0.0,0.7779997363213248,0.9211855246016596,6.430458321528457,1.0,0.5288309606110826,0.0017427355593260165,0.9211855246016596,0.27611728154447746,0.5,5,33,新聞標題,12,8
