field,original_text,word_count,unique_words,categorical_diversity,quantum_circuit_qubits,von_neumann_entropy,superposition_strength,quantum_coherence,semantic_interference,frame_competition,emotional_intensity,multiple_reality_strength,analysis_version,record_id,data_source
影片對話,"A 名嘴： 聯發科技最近發表的 Breeze 2 你們看了沒？這款 AI 模型號稱是目前最強的繁體中文大語言模型，還支援 視覺理解 跟 函數調用，這技術可是相當有突破性！

B 名嘴： 我覺得這很值得...",445,234,28,4,3.9999999999769167,3.75,0.9375,0.019021793107071125,1.0,0.0044943820224719105,1.7061559761343685,fast_qiskit_v1.0,9,AI_Generated
影片描述,聯發科技（MediaTek）今日正式發表 Breeze 2 AI，這是一款專為繁體中文設計的大型語言模型（LLM），並具備 視覺理解（Vision-Aware） 和 函數調用（Function-Cal...,282,159,24,4,3.9999999999769167,3.75,0.9375,0.014582475949056017,1.0,0.0035460992907801418,1.7047293527137948,fast_qiskit_v1.0,9,AI_Generated
新聞標題,柯文哲3000萬交保 北檢不滿將抗告Ko Wen-je Released on $3 Million Bail; Prosecutors to Appeal,23,23,8,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,77,AI_Generated
影片對話,"名嘴A： 我覺得啦，3000萬這金額根本是「象徵意義大於實際效果」。以柯文哲的身家，這錢拿得出來，但問題是，他在這案子裡面的角色，難道真有這麼大的嫌疑？

名嘴B： 我倒覺得3000萬對一般人來說是天...",305,165,27,4,3.9999999999769167,3.75,0.9375,0.01874241671559108,1.0,0.0,1.7056227250146774,fast_qiskit_v1.0,77,AI_Generated
影片描述,台北地檢署偵辦京華城案，指控前市長柯文哲涉及重大貪污與圖利案件，並起訴11人，包括柯文哲本人。法院裁定柯文哲以新台幣3000萬元交保，並限制其出境與接觸證人。此案引發社會高度關注，不少人質疑交保金額是...,85,66,18,4,3.9999999999769167,3.75,0.9375,0.011680980932317828,1.0,0.0,1.7035042942796954,fast_qiskit_v1.0,77,AI_Generated
新聞標題,中華女足主場賽取消 草皮遭疑不合格Taiwan vs NZ Match Canceled Over Turf,16,16,5,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,234,AI_Generated
影片對話,"名嘴A（體育評論員）：
這次紐西蘭女足來台比賽喊卡，表面理由是「場地安全」，但實際上就是我們的基礎設施不及格。高雄楠梓足球場是國訓中心的場地耶，5年才一次的主場國際賽，結果草皮還要連夜補，這像話嗎？
...",313,172,28,4,3.9999999999769167,3.75,0.9375,0.015369135721407133,1.0,0.0,1.7046107407164222,fast_qiskit_v1.0,234,AI_Generated
影片描述,原訂於2025年4月8日舉行的中華女足國際邀請賽，因場地草皮狀況未達標準，紐西蘭隊考量球員安全，決定取消比賽。這是中華女足睽違5年首度主場迎戰世界級對手，賽事取消引發社會關注。 中華足協表示，已於賽前...,797,422,24,4,3.9999999999769167,3.75,0.9375,0.016839705182478137,1.0,0.0,1.7050519115547433,fast_qiskit_v1.0,234,AI_Generated
新聞標題,"「蓋錯選票？黃珊珊事件引發政治角力討論」""Voting Mistake? Shan-Shan Huang Incident Ignites Political Tug-of-War Debate""",30,26,6,4,3.9999999999769167,3.75,0.9375,0.006903353057199211,1.0,0.0,1.7020710059171598,fast_qiskit_v1.0,93,AI_Generated
影片對話,"名嘴A： 我跟你講，這次黃珊珊的「蓋錯票事件」，真的太戲劇化了！不小心蓋下同意又蓋不同意，這事發生在立委身上，誰信啊？

名嘴B： 欸，你冷靜一下，先聽她的說法。黃珊珊不是也道歉了嗎？現場還立刻向院長...",414,233,30,4,3.9999999999769167,3.75,0.9375,0.016279932510059995,1.0,0.0024154589371980675,1.7051255256467377,fast_qiskit_v1.0,93,AI_Generated
影片描述,近日立法院針對考試院人事同意權案進行投票，民眾黨團決議反對特定人選。然而，民眾黨立委黃珊珊卻因一時疏忽，將「同意」與「不同意」選項同時蓋章，引發外界廣泛討論。黃珊珊事後公開道歉，強調這只是操作失誤，但...,123,89,21,4,3.9999999999769167,3.75,0.9375,0.012333172189189378,1.0,0.0,1.7036999516567568,fast_qiskit_v1.0,93,AI_Generated
新聞標題,"台鐵高層共識營專業訓練還是豪華旅遊？""Taiwan Railways Leadership Workshop: Professional Training or Luxurious Getaway?""",23,22,8,4,3.9999999999769167,3.75,0.9375,0.0018864534674811362,1.0,0.0,1.7005659360402443,fast_qiskit_v1.0,109,AI_Generated
影片對話,"主持人A： 各位觀眾，台鐵共識營的事件近日引發熱議，很多人認為這是「爽了高層，苦了基層」。台鐵澄清活動全程是上課，並非豪華旅遊，但坊間仍存有不少疑問。今天我們請到兩位專家來討論這個議題。

名嘴B： ...",336,206,24,4,3.9999999999769167,3.75,0.9375,0.015169341843627828,1.0,0.005952380952380952,1.7051460406483263,fast_qiskit_v1.0,109,AI_Generated
影片描述,近日，台灣鐵路公司舉辦的「高層共識營」引發熱議。該活動於花蓮舉行，參與的46位主管入住當地知名酒店，活動費用高達百萬元。儘管台鐵表示活動以經營管理課程為主，外界仍對高規格住宿及地點選擇提出質疑。 台鐵...,161,115,20,4,3.9999999999769167,3.75,0.9375,0.011644612476370504,1.0,0.012422360248447204,1.704735619767756,fast_qiskit_v1.0,109,AI_Generated
新聞標題,"曹興誠遭爆婚外情 回應：AI照可造假Cao Xingcheng’s Affair Exposed, Calls AI Photos Fake",20,19,5,4,3.9999999999769167,3.75,0.9375,0.0024930747922437668,1.0,0.0,1.7007479224376731,fast_qiskit_v1.0,5,AI_Generated
影片對話," A： 你怎麼看這個爆料？曹董這次回應好像沒有正面否認欸？

🗣 B： 這就是關鍵啊！一般來說，遇到這種指控，第一時間應該要直接否認，結果他說什麼「真假沒意義」，這種講法讓人更懷疑。

🗣 A： 但是...",383,185,30,4,3.9999999999769167,3.75,0.9375,0.021340575633144968,1.0,0.0,1.7064021726899434,fast_qiskit_v1.0,5,AI_Generated
影片描述,資深媒體人謝寒冰於今（17）日爆料，指稱聯華電子（聯電）創辦人曹興誠在2015年與一名小他近40歲的中國女子單忠華發生婚外情，並公開疑似兩人親密照。曹興誠隨後回應，強調AI時代任何圖片都可能被造假，並...,255,156,29,4,3.9999999999769167,3.75,0.9375,0.012674034110685696,1.0,0.0,1.7038022102332058,fast_qiskit_v1.0,5,AI_Generated
新聞標題,"艾普斯坦名單公布落空 美政壇信任危機Epstein List Falls Short, U.S. Trust Crisis Deepens",20,19,8,4,3.9999999999769167,3.75,0.9375,0.0024930747922437668,1.0,0.0,1.7007479224376731,fast_qiskit_v1.0,172,AI_Generated
影片對話,"A名嘴：「本來以為川普這次要來真的，結果一到關鍵時刻還不是縮了？這樣看來，不論民主黨還是共和黨，該在名單上的都有，大家一起護航，根本沒人在乎正義。」

B名嘴：「當然啊，這名單要是公開，華府至少一半的...",340,191,29,4,3.9999999999769167,3.75,0.9375,0.01695048349100337,1.0,0.0,1.705085145047301,fast_qiskit_v1.0,172,AI_Generated
影片描述,美國司法部公布艾普斯坦案件部分文件，引發廣泛爭議 美國司法部近日公布已故富豪艾普斯坦（Jeffrey Epstein）案件的部分文件，然而，外界原期待能夠揭露涉及案件的政商名流名單，最終僅獲得聯絡人名...,483,306,26,4,3.9999999999769167,3.75,0.9375,0.004875692817621508,1.0,0.0,1.7014627078452864,fast_qiskit_v1.0,172,AI_Generated
新聞標題,高鐵自由座規則引熱議，單人乘客感不公平Taiwan's High-Speed Rail Seat Policy Sparks Debate on Fairness,24,24,8,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,97,AI_Generated
影片對話,"A名嘴：最近高鐵自由座的爭議真是鬧得沸沸揚揚！有人說，去上廁所就是放棄座位，這規定是不是有點對單人乘客不公平啊？

B名嘴：不過話說回來，這規定也有它的道理。你要想啊，如果允許放物品佔位，那一定會有不...",347,158,25,4,3.9999999999769167,3.75,0.9375,0.025223757369112962,1.0,0.0,1.7075671272107338,fast_qiskit_v1.0,97,AI_Generated
影片描述,近日，台灣高鐵自由座座位的管理規則引發社會熱烈討論。根據規定，自由座旅客若暫時離席，未有同行者幫忙保留座位，其他旅客即可使用該座位。然而，若是多人同行，其中一人能幫助代保座位，這樣的規範引起單人旅客的...,149,99,19,4,3.9999999999769167,3.75,0.9375,0.018896852738626187,1.0,0.0,1.705669055821588,fast_qiskit_v1.0,97,AI_Generated
新聞標題,高雄3歲童浴缸溺斃 APP救援者身分惹疑Kaohsiung Toddler Drowns; Volunteer Rescuer's Role Questioned,21,21,9,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,194,AI_Generated
影片對話,"名嘴A（資深社會記者）：
「我真的要先說一句，家長自己要負很大責任。3歲小孩泡澡，父親離開10分鐘去顧妹妹，這不是危機，是人禍。孩子在家裡最危險的地方之一就是浴室，這是全世界都在提醒的。」

名嘴B（...",579,300,31,4,3.9999999999769167,3.75,0.9375,0.02044634427173287,1.0,0.0,1.70613390328152,fast_qiskit_v1.0,194,AI_Generated
影片描述,高雄市日前發生一起令人痛心的意外，一名3歲男童在家中浴缸泡澡時不幸溺水，送醫搶救後宣告不治。事後監視器畫面曝光，影片中一名金髮男子穿著義消背心進行CPR，卻被發現並非正式義消，而是透過「全民消防APP...,109,84,24,4,3.9999999999769167,3.75,0.9375,0.008034024007156379,1.0,0.0,1.702410207202147,fast_qiskit_v1.0,194,AI_Generated
新聞標題,陸配網紅亞亞因武統言論 遭廢居留許可 Chinese Influencer Yaya Loses Taiwan Residency for Pro-Unification Remarks,20,20,7,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,183,AI_Generated
影片對話,"A：這件事根本沒什麼好爭議的，台灣對陸配本來就有「生活從寬、身分從嚴」的原則，政府核發居留權，是基於對社會的正面影響考量。現在她一邊享受台灣的自由環境，一邊鼓吹武統，這哪說得過去？

B：對啊，你看移...",361,195,28,4,3.9999999999769167,3.75,0.9375,0.02063622671336287,1.0,0.0,1.7061908680140088,fast_qiskit_v1.0,183,AI_Generated
影片描述,近日，知名陸配網紅「亞亞在台灣」因在社群媒體上發表涉及武力統一台灣的言論，遭內政部移民署依《大陸地區人民在台灣地區依親居留長期居留或定居許可辦法》第14條第1項第4款，以「有危害國家安全或社會安定之虞...,1176,463,23,4,3.9999999999769167,3.75,0.9375,0.008475872377602571,1.0,0.0,1.7025427617132807,fast_qiskit_v1.0,183,AI_Generated
新聞標題,"日本國民民主黨主席爆婚外情 親自鞠躬道歉Japan's DPJ Leader Caught in Scandal, Issues Public Apology国民民主党党首、不倫報道で謝罪",29,29,8,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,154,AI_Generated
影片對話,"A: 「哇，這個日本政壇真是越來越有戲劇性啊！堂堂的國民民主黨黨主席玉木雄一郎，竟然爆出和前寫真偶像的婚外情，還親自出面承認！這可是大新聞啊！」

B: 「對啊，說到寫真偶像，還是39歲的觀光大使，這...",237,146,21,4,3.9999999999769167,3.75,0.9375,0.016134351248997408,1.0,0.0,1.7048403053746992,fast_qiskit_v1.0,154,AI_Generated
影片描述,日本國民民主黨主席玉木雄一郎最近爆出桃色風波！被日媒拍到深夜與39歲的高松市觀光大使小泉美雪約會，並在記者會上大方承認。這波震撼彈讓日網笑稱「日本政壇變八點檔」，不少人調侃他「好拼」，還有人說「連政治...,101,74,18,4,3.9999999999769167,3.75,0.9375,0.005505572471052803,1.0,0.0,1.7016516717413157,fast_qiskit_v1.0,154,AI_Generated
新聞標題,台英麥當勞性侵醜聞：企業文化遭質疑McDonald’s Scandals in Taiwan and UK: Culture Questioned,21,21,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,57,AI_Generated
影片對話,名嘴A：台灣這起麥當勞性侵案件，受害者是一個未成年少女，案件過去這麼久了，加害人還沒受到應有的懲罰。而英國麥當勞又爆出更大規模的性騷擾問題，450家分店牽涉其中，這是不是證明麥當勞的企業文化早就出了問...,532,256,27,4,3.9999999999769167,3.75,0.9375,0.025217615572133457,1.0,0.0,1.70756528467164,fast_qiskit_v1.0,57,AI_Generated
影片描述,麥當勞性醜聞延燒：台英兩地呼籲正義落實 近日，麥當勞在台灣和英國分別爆出嚴重的職場性騷擾及性侵案件，引發國際社會的廣泛討論。台灣部分，一名17歲少女在麥當勞分店打工期間，多次遭到主管性侵，最終因不堪壓...,189,134,26,4,3.9999999999769167,3.75,0.9375,0.01154644922744722,1.0,0.0,1.703463934768234,fast_qiskit_v1.0,57,AI_Generated
新聞標題,水費31年首漲 民眾壓力山大First Water Rate Hike in 31 Years Hits Hard,17,16,5,4,3.9999999999769167,3.75,0.9375,0.003446691176470588,1.0,0.0,1.701034007352941,fast_qiskit_v1.0,60,AI_Generated
影片對話,"名嘴A：
你覺得水價檢討這件事合理嗎？31年不調整水價，現在突然來一個大幅漲價，對一般家庭來說，真的受得了嗎？

名嘴B：
如果單純看數字，台灣的水價真的低到不行，尤其和國際相比。但問題在於，現在物價...",315,187,24,4,3.9999999999769167,3.75,0.9375,0.017526271568423187,1.0,0.0031746031746031746,1.705575341787987,fast_qiskit_v1.0,60,AI_Generated
影片描述,水費31年首度調漲 政府強調合理化管理 自1994年以來，台灣水費首次迎來調漲，政府表示，此舉旨在反映成本，並為水資源永續發展創造條件。本次調漲將採用7級費率，針對高耗水者進行分級加價，普通家庭的影響...,155,113,19,4,3.9999999999769167,3.75,0.9375,0.013382208423121525,1.0,0.0,1.7040146625269363,fast_qiskit_v1.0,60,AI_Generated
新聞標題,"掛號費漲500元！診所變奢侈品？網友炸鍋：真敢收！Healthcare Fees Soar to $750! Patients in Shock""",26,25,7,4,3.9999999999769167,3.75,0.9375,0.0014769230769230773,1.0,0.0,1.700443076923077,fast_qiskit_v1.0,147,AI_Generated
影片對話,"李教授：掛號費漲500元，我覺得完全合理！台灣的醫療費用實在太低了，這次的調漲是遲來的正義。你知道嗎？在國外看病掛號，隨便都是幾千塊台幣起跳，這次的750元根本是九牛一毛。

張博士：李教授，請冷靜一...",515,242,26,4,3.9999999999769167,3.75,0.9375,0.025138641784641216,1.0,0.001941747572815534,1.7077357672926738,fast_qiskit_v1.0,147,AI_Generated
影片描述,掛號費漲到750元！看病還得靠存摺？患者：我的心跳更貴了！ 近來有民眾發現，掛號費從250元一口氣漲到750元，心情就像拿到醫生的「心跳費」帳單。診所公告上赫然寫著：「114年1月起，掛號費750元」...,193,120,25,4,3.9999999999769167,3.75,0.9375,0.009611039147956248,1.0,0.0,1.702883311744387,fast_qiskit_v1.0,147,AI_Generated
新聞標題,民眾黨遊行：捍衛勞工權益TPP March: Advocating Labor Rights,12,12,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,108,AI_Generated
影片對話,主持人： 今天我們要討論的是「民眾黨反霸凌、護勞權遊行」引發的爭議。首先，這場遊行的目的是為了替公務員輕生案討公道，並且訴求勞工權益受到更好的保障。然而，現場發生了與警方的衝突，引發了各界熱議。對此，...,431,226,27,4,3.9999999999769167,3.75,0.9375,0.02364380708135404,1.0,0.0,1.7070931421244062,fast_qiskit_v1.0,108,AI_Generated
影片描述,12月7日，台灣民眾黨於台北市舉行「反霸凌、護勞權」遊行，訴求改善勞工權益並推動相關法案立法。此次活動吸引眾多支持者參與，從勞動部出發，行至總統府遞交陳情書，希望執政當局正視基層勞動問題。 民眾黨立委...,158,112,22,4,3.9999999999769167,3.75,0.9375,0.01204267308189098,1.0,0.0189873417721519,1.7055115361017825,fast_qiskit_v1.0,108,AI_Generated
新聞標題,"林秉文發文否認逃亡，批政治抹黑Lin Bingwen Denies Fleeing, Slams Political Smears",16,16,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,63,AI_Generated
影片對話,"**A名嘴：**林秉文這篇聲明真的太搞笑了，他逃亡的理由居然是「私人因素」，這根本是對司法的挑釁。更何況他在逃亡期間還能大剌剌地發臉書，這已經不是囂張，而是蔑視司法。

**B名嘴：**我完全同意。更...",334,169,28,4,3.9999999999769167,3.75,0.9375,0.02604091211855202,1.0,0.0,1.7078122736355656,fast_qiskit_v1.0,63,AI_Generated
影片描述,百億賭王林秉文否認潛逃，強調面對司法 林秉文針對通緝案，今日於社群媒體發文澄清，表示並非因司法問題逃亡，而是處理私人事務。他抨擊外界對他的不實指控，稱這些言論不僅傷害他個人，更對司法公正構成威脅。他強...,79,58,15,4,3.9999999999769167,3.75,0.9375,0.012526528093439094,1.0,0.0,1.7037579584280318,fast_qiskit_v1.0,63,AI_Generated
新聞標題,「辱罵不算霸凌？」勞動部調查報告惹議“Verbal Abuse Isn’t Bullying?” Ministry’s Findings Draw Public Outrage,27,26,7,4,3.9999999999769167,3.75,0.9375,0.0013697129081744462,1.0,0.0,1.7004109138724524,fast_qiskit_v1.0,140,AI_Generated
影片對話,"主持人：
今天我們要討論的議題，是關於勞動部北分署輕生案的調查結果。勞動部表示，雖無法證明北分署長謝宜容有實際職場霸凌行為，但確定她曾多次情緒失控、辱罵同仁，引發極大精神壓力。針對這樣的說法，我們來聽...",361,205,25,4,3.9999999999769167,3.75,0.9375,0.017421631036795473,1.0,0.0,1.7052264893110387,fast_qiskit_v1.0,140,AI_Generated
影片描述,勞動部新定義：職場霸凌是什麼？辱罵算嗎？不算吧！ 最近，勞動部針對北分署輕生案給出了調查報告，結論讓人驚掉下巴！原來，在公務界中，「情緒失控、辱罵、咆哮」竟然不算霸凌！難怪有人戲稱，下一步是不是拿掃帚...,168,116,22,4,3.9999999999769167,3.75,0.9375,0.008656078364758504,1.0,0.0,1.7025968235094275,fast_qiskit_v1.0,140,AI_Generated
新聞標題,"台灣150億美元軍購案展抗中決心 引熱議 Taiwan's $15B Arms Deal Signals Anti-China Stance, Sparks Debate",25,25,8,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,155,AI_Generated
影片對話,"主持人：台灣計劃向美國提出150億美元的軍購案，包括神盾級驅逐艦、F-35戰機等高端武器。許多網友認為這是一種「交保護費」，您怎麼看？

名嘴A：這個軍購案可以視為台灣展現「抗中保台」的決心。雖然保護...",246,152,25,4,3.9999999999769167,3.75,0.9375,0.011121855505258654,1.0,0.008130081300813009,1.7041495647816587,fast_qiskit_v1.0,155,AI_Generated
影片描述,台灣「軍購超市」：拿150億美元換取平安！台灣政府這回打算花重本採購F-35戰機、神盾級驅逐艦、愛國者飛彈等高端裝備，展現「抗中保台」的決心！在這筆龐大金額的背後，台灣的安全可真是高價保障。 不過網友...,136,97,27,4,3.9999999999769167,3.75,0.9375,0.006164310766287598,1.0,0.0,1.7018492932298863,fast_qiskit_v1.0,155,AI_Generated
新聞標題,"新北88會館案嫌犯出境引爭議：司法效能再遭質疑Suspect in New Taipei 88 Club Case Flees Abroad, Sparking Judicial Criticism",26,25,7,4,3.9999999999769167,3.75,0.9375,0.0014769230769230773,1.0,0.0,1.700443076923077,fast_qiskit_v1.0,104,AI_Generated
影片對話,"名嘴A：最近的88會館案件讓我真的很火大，涉案人林秉文居然在沒有任何限制下跑到國外了！檢方和法院難道都在睡覺嗎？這可是牽涉詐欺和洗錢的大案啊。

名嘴B：你這麼氣也不是沒有道理。300萬交保金，這對林...",472,251,28,4,3.9999999999769167,3.75,0.9375,0.01880962879523838,1.0,0.0,1.7056428886385715,fast_qiskit_v1.0,104,AI_Generated
影片描述,新北地方法院近日證實，涉及88會館詐欺與洗錢案件的林秉文，於12月5日未出庭後已出境。由於法院未對其採取限制出境或羈押措施，此事件引發社會熱烈討論。林秉文於2022年以300萬元交保，檢方當時認定無羈...,263,161,22,4,3.9999999999769167,3.75,0.9375,0.013068957843978404,1.0,0.0,1.7039206873531936,fast_qiskit_v1.0,104,AI_Generated
新聞標題,器官國有論發酵 醫界怒駁謠言Hospital Hits Back at Organ Rumors,12,12,3,3,2.999999999988458,3.5,0.875,0.0,1.0,0.0,1.6,fast_qiskit_v1.0,246,AI_Generated
影片對話,"張肇基（國際事務評論員）：
我第一眼看到這個新聞，就覺得「不單純」。從一樁聯姻，怎麼會扯到器官、再扯到國有庫？這不是家務事，這是劇本。

陳美玉（醫療線資深記者）：
而且這個劇本很老套。先拋一個模糊人...",391,207,23,4,3.9999999999769167,3.75,0.9375,0.01794537040469061,1.0,0.0,1.7053836111214071,fast_qiskit_v1.0,246,AI_Generated
影片描述,近日網路流傳中國高層家族成員薄瓜瓜與台灣醫界背景女性訂婚的消息，並衍生出羅東博愛醫院涉入非法器官移植的謠言。對此，羅東博愛醫院於4月13日發表聲明，強調該院未具器官移植資格，從未涉入相關業務，並保留法...,1477,550,26,4,3.9999999999769167,3.75,0.9375,0.01392328877499063,1.0,0.0,1.7041769866324972,fast_qiskit_v1.0,246,AI_Generated
新聞標題,TikTok禁令倒數 美中科技角力再升級TikTok Ban Looms as US-China Tech Clash Deepens,20,19,7,4,3.9999999999769167,3.75,0.9375,0.0024930747922437668,1.0,0.0,1.7007479224376731,fast_qiskit_v1.0,46,AI_Generated
影片對話,"甲： 「這次TikTok的禁令，說白了就是美中對抗的延伸。美國不是真的擔心數據問題，而是藉由科技戰打擊中國企業，背後其實是政治操作。」

乙： 「沒錯，但美國也不是完全沒道理。你看，TikTok的數據...",350,188,26,4,3.9999999999769167,3.75,0.9375,0.016237146737373087,1.0,0.0,1.7048711440212119,fast_qiskit_v1.0,46,AI_Generated
影片描述,美國最高法院近日支持《保護美國人免受外國對手控制的應用程式侵害法案》（PAFACA），要求TikTok母公司字節跳動必須在1月19日前出售美國業務，否則TikTok將在美國全面禁用。 TikTok在美...,157,114,20,4,3.9999999999769167,3.75,0.9375,0.011218052394367304,1.0,0.0,1.7033654157183102,fast_qiskit_v1.0,46,AI_Generated
新聞標題,Hyperliquid 主網推出 HIP-1 現貨代幣部署功能Hyperliquid Launches HIP-1 Token Deployment on Mainnet,19,15,4,4,3.9999999999769167,3.75,0.9375,0.010292397660818716,1.0,0.0,1.7030877192982457,fast_qiskit_v1.0,42,AI_Generated
影片對話,"A：你知道 Hyperliquid 最近推出的 HIP-1 現貨代幣部署功能嗎？這可是台灣加密社群裡熱議的話題！

B：當然知道啊！他們用荷蘭式拍賣來處理 Gas 費的競標，感覺很創新欸。不過，我比較...",339,203,29,4,3.9999999999769167,3.75,0.9375,0.013875738545815556,1.0,0.0,1.7041627215637447,fast_qiskit_v1.0,42,AI_Generated
影片描述,Hyperliquid 宣佈於主網推出 HIP-1 現貨代幣部署功能，為去中心化交易市場注入全新活力。這項功能採用荷蘭式拍賣機制，讓部署者競標 Gas 費，並為每個代幣提供供應上限與內建現貨訂單簿交易...,76,63,19,4,3.9999999999769167,3.75,0.9375,0.00549654559679622,1.0,0.0,1.7016489636790388,fast_qiskit_v1.0,42,AI_Generated
新聞標題,"美烏會談破裂 川普施壓 澤倫斯基提前離場US-Ukraine Talks Collapse, Trump Pressures Zelensky",21,21,7,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,168,AI_Generated
影片對話,"A: 這次白宮會談，根本是場公開羞辱，川普直接對澤倫斯基開嗆，范斯還補刀：「你有對美國說句謝謝嗎？」這簡直是讓世界看到，烏克蘭在美國眼中，根本沒資格談條件，只能接受。

B: 但問題是，美國確實已經砸...",380,193,26,4,3.9999999999769167,3.75,0.9375,0.024186166778055497,1.0,0.0,1.7072558500334165,fast_qiskit_v1.0,168,AI_Generated
影片描述,美國總統川普與烏克蘭總統澤倫斯基在白宮進行會談，原定簽署的關鍵礦產協議因意見分歧而取消，雙方交鋒激烈，導致澤倫斯基提前離開白宮。 川普在會談中強調，美國已向烏克蘭提供大量軍事及經濟援助，並直言：「沒有...,215,125,24,4,3.9999999999769167,3.75,0.9375,0.01559813953488371,1.0,0.0,1.7046794418604652,fast_qiskit_v1.0,168,AI_Generated
新聞標題,健保30年轉型 賴清德提各區自管Taiwan Eyes Healthcare Reform: Localized Budgets,16,16,8,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,279,AI_Generated
