field,original_text,word_count,unique_words,categorical_diversity,quantum_circuit_qubits,von_neumann_entropy,superposition_strength,quantum_coherence,semantic_interference,frame_competition,emotional_intensity,multiple_reality_strength,analysis_version,record_id,data_source
新聞內容,（中央社記者林宏翰洛杉磯21日專電）加州大學洛杉磯分校（UCLA）比較文學系本月宣布，聘任台灣籍學者史書美為「薩伊德講座教授」。史書美受訪表示，台灣研究在美國學界長期邊緣化，很榮幸獲此頭銜，希望爭取更...,495,257,30,4,3.9999999999769167,3.75,0.9375,0.017714855408083166,1.0,0.0,1.705314456622425,fast_qiskit_v1.0,14,Journalist_Written
新聞標題,美國行政專機抵台 路透：美海軍少將低調訪問,13,13,7,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,15,Journalist_Written
新聞內容,"（中央社台北/華盛頓22日綜合外電報導）兩名消息人士今天告訴路透社，無預警低調訪問台灣的美方人士，是一位負責美國在亞太地區軍事情報的美國海軍二星將領。報導說，這場高層級訪問恐激怒中國。

兩名消息人士...",346,211,32,4,3.9999999999769167,3.75,0.9375,0.011569262696450453,1.0,0.0,1.7034707788089352,fast_qiskit_v1.0,15,Journalist_Written
新聞標題,韓國N號房博士房涉性犯罪 主嫌趙主彬一審判刑40年,14,13,7,4,3.9999999999769167,3.75,0.9375,0.0050718512256973805,1.0,0.0,1.7015215553677092,fast_qiskit_v1.0,16,Journalist_Written
新聞內容,"（中央社記者廖禹揚首爾26日專電）韓國今年初爆發N號房事件，其中營運「博士房」聊天室販賣、散布性剝削影片的主嫌趙主彬（譯音）涉性犯罪等罪名，今天在一審中全判有罪，遭處40年有期徒刑。

韓聯社報導，趙...",302,189,28,4,3.9999999999769167,3.75,0.9375,0.010256826683470924,1.0,0.0,1.7030770480050412,fast_qiskit_v1.0,16,Journalist_Written
新聞標題,加拿大籍護衛艦 航經台灣海峽,4,4,3,3,2.999999999988458,3.5,0.875,0.0,1.0,0.0,1.6,fast_qiskit_v1.0,17,Journalist_Written
新聞內容,（中央社記者游凱翔台北3日電）國防部今天表示，一艘加拿大籍護衛艦，由南海向北航經台灣海峽後繼續往北行駛，國軍運用聯合情監偵作為全程掌握，狀況正常；根據國防部公開訊息，上次加拿大軍艦航經台海，為去年9月...,221,113,21,4,3.9999999999769167,3.75,0.9375,0.018531164099705556,1.0,0.0,1.7055593492299117,fast_qiskit_v1.0,17,Journalist_Written
新聞標題,MIT潛艦國造抗壓機密 高噸數彎板機首曝光,11,11,6,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,18,Journalist_Written
新聞內容,（中央社記者游凱翔台北24日電）潛艦國造今天正式開工，「彎板機」畫面首度曝光。學者認為，台船已擁關鍵機具，高噸數彎板機估計至少具備將高張力鋼板進行精密捲揚，以符合潛艦壓力殼「真圓度」構型需求，以利抵禦...,802,418,35,4,3.9999999999769167,3.75,0.9375,0.021021711420494114,1.0,0.0,1.7063065134261481,fast_qiskit_v1.0,18,Journalist_Written
新聞標題,陳家欽因人事案函送偵辦 警政署長史上首例,10,10,5,4,3.9999999999769167,3.75,0.9375,0.0,1.0,0.0,1.7,fast_qiskit_v1.0,19,Journalist_Written
新聞內容,"（中央社記者林長順台北27日電）警政署長陳家欽遭檢舉用人唯親，造成警界士氣不振。內政部政風處介入調查後，日前將全案依偽造文書罪移送台北地檢署偵辦，成為史上第一名被函送檢廉的警政署長。

內政部、監察院...",204,136,23,4,3.9999999999769167,3.75,0.9375,0.009587658592848904,1.0,0.0,1.7028762975778546,fast_qiskit_v1.0,19,Journalist_Written
